Linux 6.6.121-0-virt (ip-172-31-4-75) 	03/21/26 	_aarch64_	(48 CPU)

14:26:50        CPU     %user     %nice   %system   %iowait    %steal     %idle
14:26:51        all      0.06      0.00      0.02      0.00      0.00     99.92
14:26:52        all      0.06      0.00      0.06      0.00      0.00     99.88
14:26:53        all      0.00      0.00      0.00      0.00      0.00    100.00
14:26:54        all      0.00      0.00      0.00      0.00      0.00    100.00
14:26:55        all      0.02      0.00      0.00      0.02      0.00     99.96
14:26:56        all      1.63      0.00     12.33      0.13      0.00     85.91
14:26:57        all      2.56      0.00     18.79      0.00      0.00     78.65
14:26:58        all      2.39      0.00     19.06      0.00      0.00     78.55
14:26:59        all      2.25      0.00     18.86      0.00      0.00     78.90
14:27:00        all      2.83      0.00     18.24      0.00      0.00     78.93
14:27:01        all      2.99      0.00     19.83      0.00      0.00     77.18
14:27:02        all      2.08      0.00     19.42      0.00      0.00     78.51
14:27:03        all      2.53      0.00     18.10      0.00      0.00     79.37
14:27:04        all      2.99      0.00     20.25      0.00      0.00     76.76
14:27:05        all      2.91      0.00     18.91      0.00      0.00     78.18
14:27:06        all      2.47      0.00     18.22      0.00      0.00     79.31
14:27:07        all      2.46      0.00     19.25      0.00      0.00     78.29
14:27:08        all      2.71      0.00     18.92      0.00      0.00     78.37
14:27:09        all      2.66      0.00     20.26      0.00      0.00     77.08
14:27:10        all      2.64      0.00     18.64      0.00      0.00     78.72
14:27:11        all      2.53      0.00     18.85      0.00      0.00     78.62
14:27:12        all      2.66      0.00     17.95      0.00      0.00     79.39
14:27:13        all      2.96      0.00     18.61      0.00      0.00     78.43
14:27:14        all      2.71      0.00     18.87      0.00      0.00     78.42
14:27:15        all      2.11      0.00     19.66      0.00      0.00     78.23
14:27:16        all      2.81      0.00     19.53      0.00      0.00     77.66
Average:        all      2.05      0.00     14.89      0.01      0.00     83.05
