procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95710828  24784 849348    0    0     5   187 33456    2  0  0 99  0  0  0
 0  0      0 95710072  24784 849360    0    0     0    23  971  464  0  0 100  0  0  0
 0  0      0 95709820  24784 849364    0    0     0     0  642  384  0  0 100  0  0  0
 0  0      0 95708584  24784 849372    0    0     0     0  726  427  0  0 100  0  0  0
 0  0      0 95707860  24784 849440    0    0     0     0  385  320  0  0 100  0  0  0
 0  0      0 95707860  24784 849456    0    0     0     0  126  163  0  0 100  0  0  0
 0  0      0 95707860  24784 849476    0    0     0     9  127  134  0  0 100  0  0  0
 0  0      0 95707860  24784 849496    0    0     0     0  214  239  0  0 100  0  0  0
 0  0      0 95707608  24784 849512    0    0     0     0  113  131  0  0 100  0  0  0
 1  0      0 95705368  24784 849536    0    0     0     0  400  296  0  0 100  0  0  0
 5  0      0 95614900  24784 850240    0    0     0     0 237012 76569  2  2 96  0  0  0
 6  0      0 95613164  24784 850256    0    0     0   283 901215 290571  6  8 86  0  0  0
 5  0      0 95612684  24788 850276    0    0     0    17 902280 290630  6  9 85  0  0  0
 9  0      0 95611672  24788 850300    0    0     0     0 894875 287550  6  8 86  0  0  0
 6  0      0 95604616  24788 856976    0    0     0     0 905318 289252  6  9 85  0  0  0
 5  0      0 95603104  24788 858244    0    0     0     0 909064 291256  5  9 86  0  0  0
 8  0      0 95600832  24788 859936    0    0     0  8309 899361 286639  6  8 86  0  0  0
 5  0      0 95598312  24792 861724    0    0     0    11 910577 291133  7  8 85  0  0  0
 8  0      0 95597048  24792 863108    0    0     0     0 912241 290720  6  8 86  0  0  0
 7  0      0 95595536  24792 864640    0    0     0     0 906907 290421  6  8 85  0  0  0
 2  0      0 95595312  24792 864660    0    0     0     0 903277 286603  6  9 85  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  1      0 95590268  24792 867364    0    0     0  7158 898311 285616  6  8 86  0  0  0
 5  0      0 95588752  24792 868536    0    0     0     1 901336 286763  6  9 85  0  0  0
 6  0      0 95585980  24792 871020    0    0     0     0 896440 286152  6  8 86  0  0  0
 4  0      0 95584220  24792 872052    0    0     0     0 891413 285915  6  8 86  0  0  0
 7  0      0 95582456  24792 873436    0    0     0     0 891889 284392  6  8 86  0  0  0
