procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95897668  24072 791816    0    0     4   177 61286   13  0  1 99  0  0  0
 0  0      0 95896420  24072 791824    0    0     0     0  667  331  0  0 100  0  0  0
 1  0      0 95896196  24072 791828    0    0     0     0  758  506  0  0 100  0  0  0
 0  0      0 95895692  24072 791836    0    0     0     0  467  300  0  0 100  0  0  0
 0  0      0 95895692  24072 791836    0    0     0     0  329  137  0  0 100  0  0  0
 0  0      0 95895692  24072 791836    0    0     0     0  105  126  0  0 100  0  0  0
 0  0      0 95871092  24088 791860    0    0     0   535 2415 3588  0  0 100  0  0  0
 4  0      0 95858672  24088 792100    0    0     0    46 1402735 1368739  3 14 83  0  0  0
 6  0      0 95855308  24088 792100    0    0     0     0 1629030 1605577  3 18 79  0  0  0
 8  0      0 95855212  24088 792104    0    0     0     0 1640716 1616576  3 18 80  0  0  0
11  0      0 95859396  24088 792104    0    0     0     0 1680871 1658045  3 16 81  0  0  0
 9  0      0 95856020  24088 792104    0    0     0     0 1650796 1626589  3 17 80  0  0  0
 8  0      0 95852108  24088 792104    0    0     0    13 1663882 1635529  3 18 79  0  0  0
 9  0      0 95859452  24088 792108    0    0     0     0 1685552 1665003  3 17 80  0  0  0
 5  0      0 95865476  24088 792108    0    0     0     0 1669811 1653180  3 15 82  0  0  0
 6  0      0 95861740  24088 792112    0    0     0     0 1634408 1611318  4 18 79  0  0  0
 7  0      0 95859988  24088 792112    0    0     0     0 1635198 1612120  4 17 79  0  0  0
11  0      0 95862772  24088 792112    0    0     0     4 1649814 1625883  3 16 81  0  0  0
 1  0      0 95860804  24088 792112    0    0     0     0 1678536 1664969  3 16 81  0  0  0
 2  0      0 95859748  24088 792112    0    0     0     0 1661435 1640975  3 16 81  0  0  0
 3  0      0 95853528  24088 792112    0    0     0     0 1641291 1621342  3 18 79  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 95866704  24088 792112    0    0     0     0 1642325 1620889  3 18 79  0  0  0
10  0      0 95866188  24088 792112    0    0     0     4 1639358 1617341  3 17 79  0  0  0
 7  0      0 95865164  24088 792116    0    0     0     0 1625537 1602654  4 18 78  0  0  0
16  0      0 95864420  24088 792116    0    0     0     0 1660848 1643664  3 16 81  0  0  0
 2  0      0 95861764  24088 792116    0    0     0     0 1644141 1618991  4 17 79  0  0  0
