procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95881816  23928 791012    0    0     4   183 49337   10  0  1 99  0  0  0
 0  0      0 95880556  23928 791020    0    0     0     0  739  355  0  0 100  0  0  0
 0  0      0 95881340  23928 791028    0    0     0     0  640  382  0  0 100  0  0  0
 0  0      0 95881088  23928 791036    0    0     0     0  510  282  0  0 100  0  0  0
 0  0      0 95881088  23928 791036    0    0     0     0  221  227  0  0 100  0  0  0
 0  0      0 95881088  23932 791036    0    0     0     9  116  130  0  0 100  0  0  0
 6  0      0 95844436  23944 791184    0    0     0   565 87642 93772  0  1 98  0  0  0
 7  0      0 95840776  23944 791280    0    0     0     0 1424705 1491570  2 13 85  0  0  0
 4  0      0 95840712  23944 791280    0    0     0     0 1427990 1499394  3 13 85  0  0  0
 4  0      0 95840588  23944 791284    0    0     0     0 1402960 1483468  2 13 84  0  0  0
 6  0      0 95840452  23944 791284    0    0     0     0 1413374 1508794  3 13 84  0  0  0
 7  0      0 95840352  23944 791284    0    0     0     0 1427224 1523483  3 13 84  0  0  0
 6  0      0 95840220  23944 791284    0    0     0    13 1401673 1492149  3 13 84  0  0  0
10  0      0 95840356  23944 791288    0    0     0     0 1443503 1519803  2 13 85  0  0  0
 7  0      0 95840288  23944 791288    0    0     0     0 1437556 1526115  2 12 85  0  0  0
 5  0      0 95840184  23944 791292    0    0     0     0 1424547 1512401  3 13 85  0  0  0
 6  0      0 95840076  23944 791292    0    0     0     0 1427127 1513643  3 13 85  0  0  0
 5  0      0 95839968  23944 791292    0    0     0     4 1414727 1492885  2 12 86  0  0  0
10  0      0 95840092  23944 791292    0    0     0     0 1413649 1499855  3 14 84  0  0  0
11  0      0 95840000  23944 791292    0    0     0     0 1405417 1492367  3 14 83  0  0  0
 5  0      0 95839876  23944 791292    0    0     0     0 1392034 1481798  3 14 83  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 95839792  23944 791292    0    0     0     0 1398809 1481793  3 14 83  0  0  0
 4  0      0 95839696  23944 791292    0    0     0     4 1394813 1473867  3 13 84  0  0  0
 5  0      0 95839600  23944 791296    0    0     0     0 1419328 1502584  2 12 85  0  0  0
 6  0      0 95839500  23944 791296    0    0     0     0 1413299 1503257  2 13 84  0  0  0
 5  0      0 95839424  23944 791300    0    0     0     0 1429130 1519427  2 11 87  0  0  0
