Linux 6.6.121-0-virt (ip-172-31-0-196) 	03/21/26 	_aarch64_	(48 CPU)

14:18:53      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
14:18:54            0       641      1.10      1.01      0.45         0
14:18:55            0       642      1.10      1.01      0.45         0
14:18:56            0       640      1.10      1.01      0.45         0
14:18:57            0       640      1.10      1.01      0.45         0
14:18:58            0       640      1.01      1.00      0.45         0
14:18:59            0       640      1.01      1.00      0.45         0
14:19:00            0       640      1.01      1.00      0.45         0
14:19:01            0       643      1.01      1.00      0.45         0
14:19:02            3       644      1.01      1.00      0.45         0
14:19:03            8       644      1.25      1.05      0.47         0
14:19:04            9       644      1.25      1.05      0.47         0
14:19:05            7       644      1.25      1.05      0.47         0
14:19:06            1       644      1.25      1.05      0.47         0
14:19:07            8       644      1.25      1.05      0.47         0
14:19:08           12       644      1.47      1.10      0.49         0
14:19:09            9       644      1.47      1.10      0.49         0
14:19:10            7       643      1.47      1.10      0.49         0
14:19:11            2       643      1.47      1.10      0.49         0
14:19:12            4       643      1.47      1.10      0.49         0
14:19:13            7       639      2.47      1.31      0.56         0
14:19:14           13       637      2.47      1.31      0.56         0
14:19:15           13       635      2.47      1.31      0.56         0
14:19:16            1       634      2.47      1.31      0.56         0
14:19:17            4       633      2.47      1.31      0.56         0
14:19:18           14       632      3.88      1.62      0.66         0
14:19:19            7       628      3.88      1.62      0.66         0
Average:            5       640      1.66      1.14      0.50         0
