Linux 6.6.121-0-virt (ip-172-31-4-75) 	03/21/26 	_aarch64_	(48 CPU)

14:25:13      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
14:25:14            0       576      0.91      1.25      0.72         0
14:25:15            0       575      0.84      1.23      0.72         0
14:25:16            0       575      0.84      1.23      0.72         0
14:25:17            0       575      0.84      1.23      0.72         0
14:25:18           11       644      0.84      1.23      0.72         0
14:25:19            6       644      0.84      1.23      0.72         0
14:25:20           21       644      2.05      1.48      0.80         0
14:25:21            6       644      2.05      1.48      0.80         0
14:25:22           18       644      2.05      1.48      0.80         0
14:25:23            8       644      2.05      1.48      0.80         0
14:25:24            9       644      2.05      1.48      0.80         0
14:25:25           11       644      2.29      1.54      0.82         0
14:25:26            0       644      2.29      1.54      0.82         0
14:25:27           12       644      2.29      1.54      0.82         0
14:25:28           10       644      2.29      1.54      0.82         0
14:25:29           13       644      2.29      1.54      0.82         0
14:25:30           20       644      2.51      1.59      0.85         0
14:25:31            0       644      2.51      1.59      0.85         0
14:25:32            8       644      2.51      1.59      0.85         0
14:25:33            2       644      2.51      1.59      0.85         0
14:25:34            3       644      2.51      1.59      0.85         0
14:25:35            8       644      3.51      1.82      0.92         0
14:25:36            8       644      3.51      1.82      0.92         0
14:25:37           10       643      3.51      1.82      0.92         0
14:25:38            4       642      3.51      1.82      0.92         0
14:25:39           11       640      3.51      1.82      0.92         0
Average:            8       633      2.19      1.52      0.82         0
