procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95591512  24872 952136    0    0     5   196 36168    2  0  0 99  0  0  0
 0  0      0 95591540  24872 952144    0    0     0    39  861  546  0  0 100  0  0  0
 0  0      0 95592044  24872 952148    0    0     0     0  620  469  0  0 100  0  0  0
 0  0      0 95591052  24872 952160    0    0     0     0  749  389  0  0 100  0  0  0
 0  0      0 95589836  24872 952260    0    0     0     0  386  279  0  0 100  0  0  0
 0  0      0 95589836  24872 952276    0    0     0     0  202  219  0  0 100  0  0  0
 0  0      0 95589836  24872 952296    0    0     0     0  124  135  0  0 100  0  0  0
 0  0      0 95589836  24872 952316    0    0     0     9  141  164  0  0 100  0  0  0
 0  0      0 95589836  24872 952332    0    0     0     0  104  119  0  0 100  0  0  0
 0  0      0 95589836  24872 952352    0    0     0     0  352  272  0  0 100  0  0  0
 0  0      0 95501956  24872 953108    0    0     0     0 5157  396  0  0 100  0  0  0
 9  0      0 95499760  24872 953244    0    0     0   269 995865 238180  7 11 82  0  0  0
16  0      0 95498248  24872 953264    0    0     0    14 1109889 259534  8 12 80  0  0  0
17  0      0 95497748  24872 953288    0    0     0     0 1112353 259148  8 12 80  0  0  0
 8  0      0 95498772  24872 953308    0    0     0     0 1114364 255644  9 12 80  0  0  0
 9  0      0 95497516  24872 953324    0    0     0     0 1111698 255541  7 12 81  0  0  0
 1  0      0 95484916  24872 965228    0    0     0     0 1109309 255104  7 12 81  0  0  0
16  0      0 95482392  24872 967500    0    0     0  4216 1108880 256986  8 12 81  0  0  0
17  0      0 95478856  24872 970816    0    0     0     0 1109427 257552  8 12 80  0  0  0
 5  0      0 95476324  24872 972804    0    0     0     0 1105782 257188  8 11 81  0  0  0
 8  0      0 95473308  24872 975128    0    0     0     0 1113674 257914  8 11 81  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 95470592  24872 976508    0    0     0     0 1110796 257512  8 12 80  0  0  0
12  0      0 95467096  24872 979188    0    0     0 16839 1106464 258448  7 12 80  0  0  0
 6  0      0 95461768  24872 981980    0    0     0     0 1108482 260409  9 12 79  0  0  0
16  0      0 95461264  24872 982332    0    0     0     0 1113330 260426  8 11 81  0  0  0
 1  0      0 95457480  24872 985924    0    0     0     0 1117557 260944  8 12 80  0  0  0
