procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 94772704  25088 1770432    0    0     4   474 48879    2  1  1 99  0  0  0
 0  0      0 94771260  25088 1770440    0    0     0    48  839  547  0  0 100  0  0  0
 0  0      0 94771804  25088 1770444    0    0     0     0  584  372  0  0 100  0  0  0
 0  0      0 94774328  25088 1770452    0    0     0     0  775  437  0  0 100  0  0  0
 0  0      0 94773828  25088 1770456    0    0     0     0  389  252  0  0 100  0  0  0
 0  0      0 94773828  25088 1770472    0    0     0     0  174  194  0  0 100  0  0  0
 0  0      0 94774080  25092 1770488    0    0     0    77  170  189  0  0 100  0  0  0
 0  0      0 94774080  25092 1770516    0    0     0     0  212  229  0  0 100  0  0  0
 0  0      0 94774080  25092 1770532    0    0     0     0  113  134  0  0 100  0  0  0
 0  0      0 94773828  25092 1770560    0    0     0     0  203  147  0  0 100  0  0  0
 0  0      0 94688416  25092 1771204    0    0     0    21 5720  552  0  0 100  0  0  0
 8  0      0 94690564  25092 1771224    0    0     0   229 596661 190431  4  6 90  0  0  0
11  0      0 94681444  25092 1771244    0    0     0     0 903008 283386  7  9 84  0  0  0
 5  0      0 94681328  25092 1771272    0    0     0     0 901150 279049  8  8 84  0  0  0
 5  0      0 94678380  25092 1771292    0    0     0     0 892376 279255  7  9 84  0  0  0
 4  0      0 94678532  25092 1771316    0    0     0    15 903838 281803  8  8 84  0  0  0
 5  0      0 94667572  25092 1781288    0    0     0  8377 896297 284180  8  8 84  0  0  0
 7  0      0 94667316  25092 1782220    0    0     0     0 882582 283926  7  8 85  0  0  0
 7  0      0 94666044  25092 1784956    0    0     0     0 879630 281568  7  8 85  0  0  0
 5  0      0 94666192  25092 1786264    0    0     0     0 883198 282919  7  8 84  0  0  0
10  0      0 94660632  25092 1788008    0    0     0    14 887925 283132  7  8 85  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 94658592  25092 1789428    0    0     0     0 882028 281923  7  8 85  0  0  0
 4  0      0 94653380  25092 1791756    0    0     0     0 878904 279425  7  9 84  0  0  0
 7  0      0 94654996  25092 1794040    0    0     0     0 882076 281788  7  8 84  0  0  0
 7  0      0 94654220  25092 1794136    0    0     0     0 893082 282702  8  7 85  0  0  0
 3  0      0 94648568  25092 1797444    0    0     0     7 890563 279946  7  9 83  0  0  0
