Linux 6.6.121-0-virt (ip-172-31-4-75) 	03/21/26 	_aarch64_	(48 CPU)

14:22:03        CPU     %user     %nice   %system   %iowait    %steal     %idle
14:22:04        all      0.04      0.00      0.02      0.00      0.00     99.94
14:22:05        all      0.06      0.00      0.02      0.00      0.00     99.92
14:22:06        all      0.00      0.00      0.00      0.00      0.00    100.00
14:22:07        all      0.00      0.00      0.00      0.00      0.00    100.00
14:22:08        all      0.02      0.00      0.00      0.00      0.00     99.98
14:22:09        all      2.08      0.00      7.46      0.13      0.00     90.33
14:22:10        all      2.60      0.00     13.75      0.00      0.00     83.65
14:22:11        all      2.37      0.00     11.42      0.00      0.00     86.21
14:22:12        all      2.36      0.00     13.27      0.00      0.00     84.37
14:22:13        all      3.02      0.00     13.39      0.00      0.00     83.59
14:22:14        all      2.88      0.00     13.24      0.00      0.00     83.88
14:22:15        all      2.73      0.00     13.96      0.00      0.00     83.31
14:22:16        all      2.34      0.00     13.31      0.00      0.00     84.34
14:22:17        all      2.41      0.00     13.08      0.00      0.00     84.50
14:22:18        all      2.50      0.00     12.33      0.00      0.00     85.17
14:22:19        all      2.93      0.00     12.34      0.00      0.00     84.73
14:22:20        all      2.40      0.00     12.81      0.00      0.00     84.79
14:22:21        all      2.59      0.00     11.50      0.00      0.00     85.91
14:22:22        all      2.69      0.00     12.79      0.00      0.00     84.52
14:22:23        all      3.44      0.00     13.18      0.00      0.00     83.38
14:22:24        all      2.67      0.00     12.33      0.00      0.00     85.00
14:22:25        all      2.39      0.00     12.72      0.00      0.00     84.89
14:22:26        all      2.60      0.00     12.06      0.00      0.00     85.34
14:22:27        all      1.91      0.00     11.82      0.00      0.00     86.26
14:22:28        all      2.81      0.00     11.92      0.00      0.00     85.27
14:22:29        all      2.41      0.00     12.66      0.00      0.00     84.93
Average:        all      2.06      0.00      9.93      0.01      0.00     88.00
