procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95887712  23904 790944    0    0     4   184 47513   10  0  1 99  0  0  0
 0  0      0 95886744  23904 790952    0    0     0     0  761  437  0  0 100  0  0  0
 0  0      0 95886492  23904 790960    0    0     0     0  606  386  0  0 100  0  0  0
 0  0      0 95885988  23904 790968    0    0     0     0  764  311  0  0 100  0  0  0
 0  0      0 95885988  23904 790968    0    0     0     0  122  133  0  0 100  0  0  0
 0  0      0 95885988  23904 790968    0    0     0     0  194  212  0  0 100  0  0  0
 0  0      0 95860004  23920 790968    0    0     0   552 2426 3516  0  0 100  0  0  0
 8  0      0 95845052  23920 791160    0    0     0    43 1236948 1311165  3 13 84  0  0  0
10  0      0 95844932  23920 791160    0    0     0     0 1294964 1372967  3 13 84  0  0  0
 7  0      0 95844832  23920 791164    0    0     0     0 1324868 1415086  3 13 84  0  0  0
 7  0      0 95844692  23920 791164    0    0     0     0 1338927 1428530  3 12 85  0  0  0
 5  0      0 95844552  23920 791164    0    0     0     0 1342285 1436758  2 11 86  0  0  0
 8  0      0 95844432  23924 791164    0    0     0    14 1344790 1431479  2 12 85  0  0  0
 2  0      0 95844304  23924 791164    0    0     0     0 1346121 1447814  3 14 84  0  0  0
 7  0      0 95844148  23924 791168    0    0     0     0 1348216 1436305  3 13 85  0  0  0
 6  0      0 95844076  23924 791172    0    0     0     0 1330588 1420150  2 14 84  0  0  0
 5  0      0 95843936  23924 791172    0    0     0     0 1333827 1421330  2 13 84  0  0  0
 4  0      0 95843836  23924 791172    0    0     0     5 1349831 1436485  3 11 86  0  0  0
 4  0      0 95843700  23924 791172    0    0     0     0 1346777 1434021  2 11 86  0  0  0
 8  0      0 95843616  23924 791172    0    0     0     0 1355474 1453514  3 12 86  0  0  0
 5  0      0 95843416  23924 791172    0    0     0     0 1346072 1458790  2 13 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 95843332  23924 791172    0    0     0     0 1354976 1449857  3 12 85  0  0  0
 3  0      0 95843176  23924 791172    0    0     0     4 1359889 1462539  2 13 85  0  0  0
 8  0      0 95838964  23924 791176    0    0     0     0 1359561 1455983  2 13 85  0  0  0
 2  0      0 95839076  23924 791176    0    0     0     0 1349261 1443245  3 12 85  0  0  0
 4  0      0 95838996  23924 791180    0    0     0     0 1325944 1429251  3 13 85  0  0  0
