procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 94734376  25096 1808812    0    0     4   474 49874    2  1  1 99  0  0  0
 0  0      0 94738696  25096 1808820    0    0     0    45  769  464  0  0 100  0  0  0
 0  0      0 94741216  25096 1808828    0    0     0     0  580  353  0  0 100  0  0  0
 1  0      0 94744044  25096 1808836    0    0     0     0  685  361  0  0 100  0  0  0
 0  0      0 94743572  25096 1808904    0    0     0     0  570  473  0  0 100  0  0  0
 0  0      0 94743572  25096 1808904    0    0     0     0  148  140  0  0 100  0  0  0
 0  0      0 94743572  25096 1808940    0    0     0    75  153  148  0  0 100  0  0  0
 0  0      0 94743572  25096 1808960    0    0     0     0  120  155  0  0 100  0  0  0
 0  0      0 94743572  25096 1808960    0    0     0     0  208  229  0  0 100  0  0  0
 0  0      0 94743572  25096 1808996    0    0     0     0  130  162  0  0 100  0  0  0
 0  0      0 94653388  25096 1809524    0    0     0     0 5330  466  0  0 100  0  0  0
 6  0      0 94655092  25096 1809832    0    0     0   239 500834 114669  4  6 89  0  0  0
14  0      0 94651480  25096 1809964    0    0     0     0 1069652 236608  8 13 79  0  0  0
19  0      0 94650636  25096 1809988    0    0     0     0 1064447 237298  9 11 80  0  0  0
13  0      0 94650408  25096 1810008    0    0     0     0 1067093 235125  8 12 80  0  0  0
 7  0      0 94644244  25096 1814560    0    0     0     0 1068591 234723 10 12 78  0  0  0
 6  0      0 94634772  25096 1822904    0    0     0 11819 1073891 238842  8 11 81  0  0  0
 2  0      0 94634040  25096 1825740    0    0     0     0 1076816 238547  9 12 79  0  0  0
11  0      0 94631896  25096 1828204    0    0     0     0 1078750 241726  8 11 81  0  0  0
12  0      0 94629336  25096 1829716    0    0     0     0 1083597 240398  9 12 79  0  0  0
14  0      0 94624364  25096 1832764    0    0     0     0 1080736 239396  8 12 80  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 94622980  25096 1834360    0    0     0    14 1083377 241414  9 11 80  0  0  0
 2  0      0 94621544  25096 1837300    0    0     0     0 1079531 244286  9 12 79  0  0  0
 2  0      0 94617072  25096 1841092    0    0     0     0 1085570 243353  9 12 78  0  0  0
10  0      0 94615516  25096 1842944    0    0     0     0 1079341 241518  9 12 79  0  0  0
 1  0      0 94610240  25096 1845704    0    0     0     0 1082184 243566  9 12 79  0  0  0
