procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95884552  23948 791128    0    0     4   182 51264   11  0  1 99  0  0  0
 0  0      0 95884048  23948 791132    0    0     0     0  702  406  0  0 100  0  0  0
 0  0      0 95884048  23948 791140    0    0     0     0  573  363  0  0 100  0  0  0
 0  0      0 95883320  23948 791152    0    0     0     0  638  390  0  0 100  0  0  0
 0  0      0 95883320  23948 791152    0    0     0     0  233  170  0  0 100  0  0  0
 0  0      0 95883320  23952 791148    0    0     0     9  203  230  0  0 100  0  0  0
 0  0      0 95883068  23952 791152    0    0     0     0  457  175  0  0 100  0  0  0
 2  0      0 95848232  23976 791372    0    0     0   566 984595 963580  2  9 88  0  0  0
 2  0      0 95844796  23976 791372    0    0     0     0 1733315 1720342  4 17 80  0  0  0
 5  0      0 95839872  23976 791372    0    0     0     0 1725488 1715360  3 17 80  0  0  0
 1  0      0 95836256  23976 791376    0    0     0     0 1689815 1671478  4 19 78  0  0  0
21  0      0 95834892  23976 791376    0    0     0     0 1676376 1657606  3 17 80  0  0  0
 0  0      0 95833644  23976 791376    0    0     0    15 1645730 1621619  3 20 77  0  0  0
24  0      0 95832284  23976 791376    0    0     0     0 1654900 1638093  3 18 79  0  0  0
 0  0      0 95831896  23976 791380    0    0     0     0 1658875 1641701  4 19 77  0  0  0
 3  0      0 95831416  23976 791380    0    0     0     0 1678444 1664133  3 17 80  0  0  0
13  0      0 95831724  23976 791384    0    0     0     0 1671923 1650641  3 19 78  0  0  0
 5  0      0 95830720  23976 791384    0    0     0     4 1736279 1720807  3 16 81  0  0  0
 8  0      0 95830468  23976 791384    0    0     0     0 1684155 1665891  3 18 78  0  0  0
 5  0      0 95829340  23976 791384    0    0     0     0 1672520 1650802  4 17 79  0  0  0
 5  0      0 95830188  23976 791384    0    0     0     0 1686257 1666877  4 19 77  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
12  0      0 95828436  23976 791384    0    0     0     0 1659163 1639795  3 17 79  0  0  0
 6  0      0 95830440  23976 791384    0    0     0     4 1688336 1668901  4 18 78  0  0  0
20  0      0 95829532  23976 791388    0    0     0     0 1688855 1667782  3 17 80  0  0  0
10  0      0 95828064  23976 791388    0    0     0     0 1655410 1630195  4 18 78  0  0  0
14  0      0 95828696  23976 791388    0    0     0     0 1682082 1662899  3 17 80  0  0  0
