Linux 6.6.121-0-virt (ip-172-31-0-196) 	03/21/26 	_aarch64_	(48 CPU)

14:23:31      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
14:23:32            0       624      1.17      1.51      0.85         0
14:23:33            0       626      1.08      1.49      0.85         0
14:23:34            0       623      1.08      1.49      0.85         0
14:23:35            0       623      1.08      1.49      0.85         0
14:23:36            0       623      1.08      1.49      0.85         0
14:23:37            0       623      1.08      1.49      0.85         0
14:23:38            0       623      0.99      1.46      0.84         0
14:23:39            0       625      0.99      1.46      0.84         0
14:23:40           10       627      0.99      1.46      0.84         0
14:23:41            8       627      0.99      1.46      0.84         0
14:23:42            1       627      0.99      1.46      0.84         0
14:23:43            8       627      1.87      1.64      0.90         0
14:23:44           14       625      1.87      1.64      0.90         0
14:23:45            4       625      1.87      1.64      0.90         0
14:23:46           11       625      1.87      1.64      0.90         0
14:23:47            1       625      1.87      1.64      0.90         0
14:23:48            2       625      2.52      1.78      0.95         0
14:23:49            5       624      2.52      1.78      0.95         0
14:23:50           17       624      2.52      1.78      0.95         0
14:23:51            4       624      2.52      1.78      0.95         0
14:23:52            9       624      2.52      1.78      0.95         0
14:23:53            4       624      2.88      1.86      0.99         0
14:23:54            4       624      2.88      1.86      0.99         0
14:23:55           10       623      2.88      1.86      0.99         0
14:23:56            2       624      2.88      1.86      0.99         0
14:23:57            9       622      2.88      1.86      0.99         0
Average:            5       624      1.84      1.64      0.90         0
