Linux 6.6.121-0-virt (ip-172-31-4-75) 	03/21/26 	_aarch64_	(48 CPU)

14:17:22      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
14:17:23            0       583      0.63      0.47      0.19         0
14:17:24            0       581      0.58      0.46      0.19         0
14:17:25            0       581      0.58      0.46      0.19         0
14:17:26            0       581      0.58      0.46      0.19         0
14:17:27            4       656      0.58      0.46      0.19         0
14:17:28            7       656      0.58      0.46      0.19         0
14:17:29            0       656      0.53      0.45      0.18         0
14:17:30           14       656      0.53      0.45      0.18         0
14:17:31            0       656      0.53      0.45      0.18         0
14:17:32           11       656      0.53      0.45      0.18         0
14:17:33            0       656      0.53      0.45      0.18         0
14:17:34           12       656      0.81      0.51      0.20         0
14:17:35           19       656      0.81      0.51      0.20         0
14:17:36           20       656      0.81      0.51      0.20         0
14:17:37            3       656      0.81      0.51      0.20         0
14:17:38           10       656      0.81      0.51      0.20         0
14:17:39            5       656      1.63      0.68      0.26         0
14:17:40            9       656      1.63      0.68      0.26         0
14:17:41           12       656      1.63      0.68      0.26         0
14:17:42            6       656      1.63      0.68      0.26         0
14:17:43            7       656      1.63      0.68      0.26         0
14:17:44           20       656      1.74      0.72      0.28         0
14:17:45           19       656      1.74      0.72      0.28         0
14:17:46           16       655      1.74      0.72      0.28         0
14:17:47            1       655      1.74      0.72      0.28         0
14:17:48            8       653      1.74      0.72      0.28         0
Average:            8       644      1.04      0.56      0.22         0
