procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95139324  25016 1392000    0    0     5   342 45151    2  1  0 99  0  0  0
 0  0      0 95144724  25016 1392008    0    0     0    45  773  498  0  0 100  0  0  0
 0  0      0 95145884  25016 1392012    0    0     0     0  863  539  0  0 100  0  0  0
 0  0      0 95145380  25016 1392020    0    0     0     0  629  323  0  0 100  0  0  0
 0  0      0 95150248  25016 1392024    0    0     0     0  319  235  0  0 100  0  0  0
 0  0      0 95149996  25016 1392040    0    0     0     0  112  120  0  0 100  0  0  0
 0  0      0 95149760  25016 1392060    0    0     0    68  312  365  0  0 100  0  0  0
 0  0      0 95149760  25016 1392080    0    0     0     0  112  123  0  0 100  0  0  0
 0  0      0 95149760  25016 1392096    0    0     0     0  111  126  0  0 100  0  0  0
 0  0      0 95149536  25016 1392120    0    0     0     0  345  231  0  0 100  0  0  0
26  0      0 95065700  25016 1392804    0    0     0     0 179912 37710  4  3 92  0  0  0
24  0      0 95064884  25016 1392852    0    0     0   232 1211062 228041 39 24 37  0  0  0
27  0      0 95059704  25016 1392872    0    0     0     0 1208215 226904 38 25 38  0  0  0
22  0      0 95028924  25016 1417848    0    0     0     0 1209983 229286 39 25 37  0  0  0
34  0      0 95029448  25016 1425080    0    0     0     0 1209219 226503 38 24 38  0  0  0
22  0      0 95014552  25016 1433212    0    0     0     0 1204430 227019 39 24 37  0  0  0
26  0      0 95004020  25016 1441520    0    0     0 28799 1228675 231353 38 24 38  0  0  0
36  0      0 94995396  25016 1449560    0    0     0     0 1229473 231958 40 24 36  0  0  0
27  0      0 94982948  25016 1456952    0    0     0     0 1222899 231296 40 23 37  0  0  0
34  0      0 94976836  25016 1465168    0    0     0     0 1229440 231259 40 24 37  0  0  0
32  0      0 94970768  25016 1472192    0    0     0     0 1230901 231135 40 24 36  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
34  0      0 94965132  25016 1480584    0    0     0 50027 1236125 232529 39 23 38  0  0  0
25  0      0 94952348  25016 1487776    0    0     0     0 1229502 231414 38 24 38  0  0  0
37  0      0 94952916  25016 1495960    0    0     0     0 1221031 230352 39 23 38  0  0  0
25  0      0 94934816  25016 1504028    0    0     0     0 1214137 228951 38 24 37  0  0  0
26  0      0 94927224  25016 1512468    0    0     0     0 1222388 230183 39 24 37  0  0  0
