procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95337380  24960 1200996    0    0     5   274 42682    2  0  0 99  0  0  0
 0  0      0 95341228  24960 1201004    0    0     0    47  800  469  0  0 100  0  0  0
 0  0      0 95342092  24960 1201008    0    0     0     0  618  378  0  0 100  0  0  0
 0  0      0 95341644  24960 1201016    0    0     0     0  792  528  0  0 100  0  0  0
 0  0      0 95341156  24960 1201024    0    0     0     0  308  232  0  0 100  0  0  0
 0  0      0 95341156  24960 1201040    0    0     0     0  125  142  0  0 100  0  0  0
 0  0      0 95341156  24960 1201060    0    0     0    73  149  146  0  0 100  0  0  0
 0  0      0 95341156  24960 1201080    0    0     0     0  412  241  0  0 100  0  0  0
 0  0      0 95341156  24960 1201096    0    0     0     0  159  207  0  0 100  0  0  0
 0  0      0 95341156  24960 1201120    0    0     0     0  329  241  0  0 100  0  0  0
17  0      0 95246056  24960 1201904    0    0     0     0 124117 30538  3  2 96  0  0  0
17  0      0 95257700  24960 1201960    0    0     0   232 1034819 259083 24 14 62  0  0  0
15  0      0 95251364  24960 1201980    0    0     0     0 1035022 258346 25 14 61  0  0  0
19  0      0 95242852  24960 1215944    0    0     0     0 1047168 261402 25 13 61  0  0  0
19  0      0 95236840  24960 1220312    0    0     0     0 1053399 262777 25 14 61  0  0  0
17  0      0 95236172  24960 1224816    0    0     0     0 1052739 264777 26 13 61  0  0  0
18  0      0 95225104  24960 1229344    0    0     0 23201 1048656 264987 26 13 61  0  0  0
14  0      0 95222764  24960 1233784    0    0     0     0 1051166 265022 25 13 62  0  0  0
20  0      0 95216460  24960 1238376    0    0     0     0 1042308 259714 24 14 62  0  0  0
18  0      0 95214000  24960 1241396    0    0     0     0 1046819 262398 25 13 61  0  0  0
16  0      0 95205064  24960 1246472    0    0     0     0 1046871 262545 26 13 61  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
14  0      0 95207128  24960 1250616    0    0     0    15 1048117 260873 26 13 61  0  0  0
16  0      0 95203292  24960 1255820    0    0     0     0 1055616 262564 25 13 61  0  0  0
20  0      0 95195744  24960 1259652    0    0     0     0 1050435 264415 25 14 61  0  0  0
15  0      0 95186116  24960 1264460    0    0     0     0 1053715 261379 25 14 61  0  0  0
19  0      0 95186560  24960 1268784    0    0     0     0 1044930 259166 26 13 61  0  0  0
