Linux 6.6.121-0-virt (ip-172-31-0-196) 	03/21/26 	_aarch64_	(48 CPU)

14:14:22      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
14:14:23            0       631      0.00      0.02      0.00         0
14:14:24            0       632      0.00      0.02      0.00         0
14:14:25            0       630      0.00      0.02      0.00         0
14:14:26            0       630      0.00      0.02      0.00         0
14:14:27            0       630      0.00      0.02      0.00         0
14:14:28            0       630      0.00      0.02      0.00         0
14:14:29            0       630      0.00      0.02      0.00         0
14:14:30            1       632      0.00      0.02      0.00         0
14:14:31            6       634      0.00      0.02      0.00         0
14:14:32            8       634      0.40      0.10      0.03         0
14:14:33            8       634      0.40      0.10      0.03         0
14:14:34            2       634      0.40      0.10      0.03         0
14:14:35            5       634      0.40      0.10      0.03         0
14:14:36            6       634      0.40      0.10      0.03         0
14:14:37            7       634      0.85      0.20      0.06         0
14:14:38            7       634      0.85      0.20      0.06         0
14:14:39            5       634      0.85      0.20      0.06         0
14:14:40            5       634      0.85      0.20      0.06         0
14:14:41            3       634      0.85      0.20      0.06         0
14:14:42            8       634      1.26      0.29      0.09         0
14:14:43            6       634      1.26      0.29      0.09         0
14:14:44            7       634      1.26      0.29      0.09         0
14:14:45            7       634      1.26      0.29      0.09         0
14:14:46            6       633      1.26      0.29      0.09         0
14:14:47            5       634      1.64      0.39      0.12         0
14:14:48            8       632      1.64      0.39      0.12         0
Average:            4       633      0.61      0.15      0.04         0
