procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95884912  24160 792180    0    0     4   171 68488   14  0  1 99  0  0  0
 0  0      0 95884196  24160 792188    0    0     0     0  688  327  0  0 100  0  0  0
 0  0      0 95883468  24160 792196    0    0     0     0  604  376  0  0 100  0  0  0
 0  0      0 95883216  24160 792204    0    0     0     0  630  402  0  0 100  0  0  0
 0  0      0 95883216  24160 792204    0    0     0     0  144  154  0  0 100  0  0  0
 0  0      0 95883216  24160 792204    0    0     0     0  103  120  0  0 100  0  0  0
 0  0      0 95882964  24160 792204    0    0     0     9  549  254  0  0 100  0  0  0
13  0      0 95851920  24164 792448    0    0     0   567 1308717 1254159  4 24 72  0  0  0
15  0      0 95849512  24164 792448    0    0     0     0 1644423 1621439  4 28 68  0  0  0
20  0      0 95847684  24164 792452    0    0     0     0 1626948 1604111  4 29 68  0  0  0
10  0      0 95846400  24164 792452    0    0     0     0 1624863 1598621  4 28 67  0  0  0
18  0      0 95845516  24164 792452    0    0     0     0 1643280 1622817  4 29 67  0  0  0
10  0      0 95844252  24164 792452    0    0     0    15 1681368 1665838  4 28 68  0  0  0
13  0      0 95844184  24164 792456    0    0     0     0 1685324 1671299  4 27 69  0  0  0
20  0      0 95844556  24164 792456    0    0     0     0 1721218 1712489  4 28 69  0  0  0
12  0      0 95844756  24164 792460    0    0     0     0 1611424 1593635  4 28 68  0  0  0
14  0      0 95845392  24164 792460    0    0     0     0 1658039 1641954  4 28 69  0  0  0
13  0      0 95843596  24164 792460    0    0     0     5 1612953 1598533  4 29 67  0  0  0
12  0      0 95844776  24164 792460    0    0     0     0 1572202 1551823  4 30 66  0  0  0
16  0      0 95843952  24164 792460    0    0     0     0 1601446 1578867  4 30 66  0  0  0
12  0      0 95843916  24164 792460    0    0     0     0 1593028 1571241  4 29 67  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
16  0      0 95842620  24164 792460    0    0     0     0 1619173 1598274  4 29 67  0  0  0
19  0      0 95843272  24164 792460    0    0     0     5 1594941 1575003  5 30 65  0  0  0
13  0      0 95843684  24164 792464    0    0     0     0 1642377 1628285  4 29 67  0  0  0
26  0      0 95841504  24164 792464    0    0     0     0 1612442 1594391  4 29 67  0  0  0
11  0      0 95841800  24164 792468    0    0     0     0 1650130 1633040  4 28 68  0  0  0
