Linux 6.6.121-0-virt (ip-172-31-4-75) 	03/21/26 	_aarch64_	(48 CPU)

14:35:47        CPU     %user     %nice   %system   %iowait    %steal     %idle
14:35:48        all      0.08      0.00      0.00      0.00      0.00     99.92
14:35:49        all      0.04      0.00      0.02      0.00      0.00     99.94
14:35:50        all      0.00      0.00      0.00      0.00      0.00    100.00
14:35:51        all      0.00      0.00      0.00      0.00      0.00    100.00
14:35:52        all      0.02      0.00      0.00      0.00      0.00     99.98
14:35:53        all      1.39      0.00      7.56      0.17      0.00     90.89
14:35:54        all      2.08      0.00     12.78      0.00      0.00     85.15
14:35:55        all      2.36      0.00     12.73      0.00      0.00     84.91
14:35:56        all      2.76      0.00     12.24      0.00      0.00     85.01
14:35:57        all      2.60      0.00     13.15      0.00      0.00     84.25
14:35:58        all      2.80      0.00     14.65      0.00      0.00     82.55
14:35:59        all      2.56      0.00     13.86      0.00      0.00     83.58
14:36:00        all      2.16      0.00     12.34      0.00      0.00     85.51
14:36:01        all      2.46      0.00     12.07      0.00      0.00     85.47
14:36:02        all      2.43      0.00     12.97      0.00      0.00     84.59
14:36:03        all      2.44      0.00     11.91      0.00      0.00     85.64
14:36:04        all      2.48      0.00     13.22      0.00      0.00     84.31
14:36:05        all      2.49      0.00     12.69      0.00      0.00     84.83
14:36:06        all      2.70      0.00     12.70      0.00      0.00     84.60
14:36:07        all      2.31      0.00     12.54      0.00      0.00     85.16
14:36:08        all      2.23      0.00     13.72      0.00      0.00     84.05
14:36:09        all      2.41      0.00     13.04      0.00      0.00     84.55
14:36:10        all      2.35      0.00     13.04      0.00      0.00     84.61
14:36:11        all      2.52      0.00     13.17      0.00      0.00     84.32
14:36:12        all      2.60      0.00     13.11      0.00      0.00     84.30
14:36:13        all      2.53      0.00     12.45      0.00      0.00     85.02
Average:        all      1.93      0.00     10.11      0.01      0.00     87.95
