procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95250504  24996 1296852    0    0     5   310 43919    2  1  0 99  0  0  0
 0  0      0 95250252  24996 1296860    0    0     0    49  839  562  0  0 100  0  0  0
 0  0      0 95249508  24996 1296868    0    0     0     0  860  398  0  0 100  0  0  0
 0  0      0 95249044  24996 1296876    0    0     0     0  655  337  0  0 100  0  0  0
 0  0      0 95250324  24996 1296880    0    0     0     0  343  275  0  0 100  0  0  0
 0  0      0 95250580  24996 1296896    0    0     0     0  258  316  0  0 100  0  0  0
 0  0      0 95250580  24996 1296916    0    0     0    60  128  134  0  0 100  0  0  0
 0  0      0 95250580  24996 1296936    0    0     0    17  131  140  0  0 100  0  0  0
 0  0      0 95250580  24996 1296952    0    0     0     0  116  126  0  0 100  0  0  0
 0  0      0 95250580  24996 1296976    0    0     0     0  406  335  0  0 100  0  0  0
17  0      0 95164764  24996 1297712    0    0     0     0 112235 28722  3  2 96  0  0  0
20  0      0 95162404  24996 1297768    0    0     0     0 1035533 272278 25 14 61  0  0  0
20  0      0 95165120  24996 1297788    0    0     0   239 1042912 273772 25 14 61  0  0  0
21  0      0 95164756  24996 1297812    0    0     0     0 1045734 275472 25 13 61  0  0  0
19  0      0 95135816  24996 1315908    0    0     0     0 1061377 280849 26 14 61  0  0  0
14  0      0 95134584  24996 1320872    0    0     0     0 1038636 270586 25 14 61  0  0  0
19  0      0 95128892  24996 1324556    0    0     0     0 1051654 276084 25 14 61  0  0  0
16  0      0 95133796  24996 1329800    0    0     0 24722 1053529 279555 26 14 60  0  0  0
15  0      0 95127216  24996 1334244    0    0     0     0 1048323 278980 26 13 61  0  0  0
16  0      0 95120820  24996 1336536    0    0     0     0 1050547 277704 25 14 62  0  0  0
14  0      0 95112040  24996 1343116    0    0     0     0 1061060 280911 26 13 60  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
16  0      0 95110816  24996 1345608    0    0     0     0 1067153 282391 26 14 61  0  0  0
17  0      0 95102540  24996 1350128    0    0     0 21395 1051622 275781 25 14 61  0  0  0
13  0      0 95099420  24996 1356000    0    0     0     0 1053270 275156 25 13 62  0  0  0
22  0      0 95091568  24996 1359556    0    0     0     0 1055977 275778 25 13 62  0  0  0
19  0      0 95089768  24996 1364456    0    0     0     0 1048845 275145 25 13 62  0  0  0
