procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95840784  24956 835368    0    0     6   235 91057   17  1  1 98  0  0  0
 0  0      0 95839736  24956 835376    0    0     0     0  707  333  0  0 100  0  0  0
 0  0      0 95839244  24956 835380    0    0     0     0  523  392  0  0 100  0  0  0
 0  0      0 95839020  24956 835392    0    0     0    19  716  410  0  0 100  0  0  0
 0  0      0 95838796  24956 835428    0    0     0     0  568  561  0  0 100  0  0  0
 0  0      0 95838796  24956 835444    0    0     0     0  147  164  0  0 100  0  0  0
 0  0      0 95838796  24956 835464    0    0     0     0  105  123  0  0 100  0  0  0
 0  0      0 95838796  24956 835484    0    0     0     0  318  143  0  0 100  0  0  0
 0  0      0 95838796  24956 835500    0    0     0    10  220  254  0  0 100  0  0  0
 0  0      0 95838796  24956 835520    0    0     0     0  250  176  0  0 100  0  0  0
 0  0      0 95774144  24956 836040    0    0     0     0 5180  415  0  0 100  0  0  0
 5  0      0 95770784  24956 836404    0    0     0     0 701660 194288  5  7 88  0  0  0
16  0      0 95767832  24956 836504    0    0     0     0 1133562 304747  8 11 80  0  0  0
 5  0      0 95766884  24956 836524    0    0     0    11 1140930 304667  8 12 79  0  0  0
13  0      0 95765904  24956 836552    0    0     0     0 1142889 306525  9 12 79  0  0  0
 8  0      0 95764936  24956 836568    0    0     0     0 1139386 304288  9 13 78  0  0  0
 6  0      0 95763700  24956 836592    0    0     0     0 1141027 301283  8 11 80  0  0  0
 4  0      0 95763460  24956 836616    0    0     0     5 1138530 304081  9 12 78  0  0  0
 4  0      0 95762468  24956 836632    0    0     0     5 1138317 304788  8 12 80  0  0  0
11  0      0 95761968  24956 836652    0    0     0     0 1138215 305774  9 12 79  0  0  0
 8  0      0 95761724  24956 836652    0    0     0     0 1146031 303645  9 12 79  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 95760720  24956 836696    0    0     0     0 1144411 305095  9 12 79  0  0  0
11  0      0 95760220  24956 836696    0    0     0     0 1143221 303001  9 12 78  0  0  0
13  0      0 95759468  24956 836740    0    0     0     5 1146233 301043  8 12 80  0  0  0
 2  0      0 95758964  24956 836740    0    0     0     0 1142305 300894  8 12 80  0  0  0
14  0      0 95758708  24956 836780    0    0     0     0 1139122 300685  7 11 82  0  0  0
12  0      0 95758456  24956 836784    0    0     0     0 1141025 301047  8 13 79  0  0  0
 7  0      0 95757696  24956 836828    0    0     0     9 1145581 299930  9 12 79  0  0  0
 8  0      0 95756428  24960 836824    0    0     0    17 1143147 300373  8 10 81  0  0  0
 1  0      0 95755432  24960 836872    0    0     0     0 1140849 299896  9 13 79  0  0  0
 6  0      0 95755464  24960 836872    0    0     0     0 1140072 301584  8 12 79  0  0  0
14  0      0 95754968  24960 836916    0    0     0     0 1145884 298112  9 12 79  0  0  0
 5  0      0 95753960  24960 836916    0    0     0    10 1146302 298686  8 11 81  0  0  0
18  0      0 95754472  24960 836956    0    0     0     0 1138601 296265  9 13 78  0  0  0
13  0      0 95753968  24964 836956    0    0     0     7 1140380 297227  9 11 80  0  0  0
