Linux 6.6.121-0-virt (ip-172-31-2-238) 	03/18/26 	_aarch64_	(48 CPU)

21:11:42      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
21:11:43            0       640      4.37      3.12      1.94         0
21:11:44            0       643      4.37      3.12      1.94         0
21:11:45            0       642      4.02      3.07      1.93         0
21:11:46            0       641      4.02      3.07      1.93         0
21:11:47            0       641      4.02      3.07      1.93         0
21:11:48            0       641      4.02      3.07      1.93         0
21:11:49            0       641      4.02      3.07      1.93         0
21:11:50            1       644      3.70      3.02      1.92         0
21:11:51            0       645      3.70      3.02      1.92         0
21:11:52            9       644      3.70      3.02      1.92         0
21:11:53           15       644      3.70      3.02      1.92         0
21:11:54            6       644      3.70      3.02      1.92         0
21:11:55           13       644      4.20      3.13      1.96         0
21:11:56            3       644      4.20      3.13      1.96         0
21:11:57           18       644      4.20      3.13      1.96         0
21:11:58            2       644      4.20      3.13      1.96         0
21:11:59            8       644      4.20      3.13      1.96         0
21:12:00            7       644      4.67      3.25      2.01         0
21:12:01            3       644      4.67      3.25      2.01         0
21:12:02            9       644      4.67      3.25      2.01         0
21:12:03           11       644      4.67      3.25      2.01         0
21:12:04           13       644      4.67      3.25      2.01         0
21:12:05            4       644      4.37      3.21      2.00         0
21:12:06            1       644      4.37      3.21      2.00         0
21:12:07            3       644      4.37      3.21      2.00         0
21:12:08           10       645      4.37      3.21      2.00         0
21:12:09            9       645      4.37      3.21      2.00         0
21:12:10            8       645      5.06      3.37      2.06         0
21:12:11           16       645      5.06      3.37      2.06         0
21:12:12            4       645      5.06      3.37      2.06         0
21:12:13           12       645      5.06      3.37      2.06         0
21:12:14           10       645      5.06      3.37      2.06         0
21:12:15           16       645      5.22      3.43      2.09         0
21:12:16            6       645      5.22      3.43      2.09         0
21:12:17            1       645      5.22      3.43      2.09         0
21:12:18            1       645      5.22      3.43      2.09         0
21:12:19           14       645      5.22      3.43      2.09         0
21:12:20            1       645      5.84      3.59      2.15         0
21:12:21            9       645      5.84      3.59      2.15         0
21:12:22            1       645      5.84      3.59      2.15         0
21:12:23           13       645      5.84      3.59      2.15         0
21:12:24            9       645      5.84      3.59      2.15         0
21:12:25            6       645      6.82      3.83      2.23         0
21:12:26           12       645      6.82      3.83      2.23         0
21:12:27            1       645      6.82      3.83      2.23         0
21:12:28           11       645      6.82      3.83      2.23         0
21:12:29            2       645      6.82      3.83      2.23         0
21:12:30           12       645      6.35      3.79      2.23         0
21:12:31            2       645      6.35      3.79      2.23         0
21:12:32            6       645      6.35      3.79      2.23         0
21:12:33           11       645      6.35      3.79      2.23         0
21:12:34            7       645      6.35      3.79      2.23         0
21:12:35            5       645      6.80      3.92      2.28         0
21:12:36            2       645      6.80      3.92      2.28         0
21:12:37            7       645      6.80      3.92      2.28         0
21:12:38           15       646      6.80      3.92      2.28         0
21:12:39            9       646      6.80      3.92      2.28         0
21:12:40           12       646      6.66      3.94      2.29         0
21:12:41            2       646      6.66      3.94      2.29         0
21:12:42            8       646      6.66      3.94      2.29         0
21:12:43            7       646      6.66      3.94      2.29         0
21:12:44            1       646      6.66      3.94      2.29         0
21:12:45           16       646      6.37      3.92      2.30         0
21:12:46            7       646      6.37      3.92      2.30         0
21:12:47            6       646      6.37      3.92      2.30         0
21:12:48            1       646      6.37      3.92      2.30         0
21:12:49           13       645      6.37      3.92      2.30         0
21:12:50           10       645      6.26      3.94      2.31         0
21:12:51            8       643      6.26      3.94      2.31         0
Average:            7       645      5.39      3.50      2.11         0
