Linux 6.6.121-0-virt (ip-172-31-0-225) 	03/18/26 	_aarch64_	(48 CPU)

21:11:45        CPU     %user     %nice   %system   %iowait    %steal     %idle
21:11:46        all      0.04      0.00      0.00      0.00      0.00     99.96
21:11:47        all      0.04      0.00      0.04      0.00      0.00     99.92
21:11:48        all      0.00      0.00      0.00      0.00      0.00    100.00
21:11:49        all      0.00      0.00      0.00      0.00      0.00    100.00
21:11:50        all      0.04      0.00      0.00      0.00      0.00     99.96
21:11:51        all      1.26      0.00      6.54      0.11      0.00     92.09
21:11:52        all      3.90      0.00     19.75      0.00      0.00     76.34
21:11:53        all      3.80      0.00     20.11      0.00      0.00     76.09
21:11:54        all      3.65      0.00     21.81      0.00      0.00     74.54
21:11:55        all      3.36      0.00     18.70      0.00      0.00     77.94
21:11:56        all      3.40      0.00     19.40      0.02      0.00     77.18
21:11:57        all      3.64      0.00     18.49      0.00      0.00     77.86
21:11:58        all      3.48      0.00     19.53      0.00      0.00     76.99
21:11:59        all      4.10      0.00     19.89      0.00      0.00     76.01
21:12:00        all      4.50      0.00     20.30      0.00      0.00     75.21
21:12:01        all      3.23      0.00     17.40      0.00      0.00     79.37
21:12:02        all      4.38      0.00     19.62      0.00      0.00     76.00
21:12:03        all      3.15      0.00     19.96      0.00      0.00     76.89
21:12:04        all      3.40      0.00     18.28      0.00      0.00     78.32
21:12:05        all      4.13      0.00     19.29      0.00      0.00     76.58
21:12:06        all      3.87      0.00     19.06      0.00      0.00     77.07
21:12:07        all      3.72      0.00     18.58      0.00      0.00     77.71
21:12:08        all      3.59      0.00     18.67      0.00      0.00     77.74
21:12:09        all      3.47      0.00     19.88      0.00      0.00     76.65
21:12:10        all      3.72      0.00     19.83      0.00      0.00     76.45
21:12:11        all      3.98      0.00     22.48      0.00      0.00     73.54
21:12:12        all      3.41      0.00     17.37      0.00      0.00     79.22
21:12:13        all      3.68      0.00     21.14      0.00      0.00     75.18
21:12:14        all      3.63      0.00     19.11      0.00      0.00     77.25
21:12:15        all      3.98      0.00     19.66      0.00      0.00     76.36
21:12:16        all      3.40      0.00     19.50      0.00      0.00     77.10
21:12:17        all      4.11      0.00     21.21      0.00      0.00     74.68
21:12:18        all      4.39      0.00     21.82      0.00      0.00     73.79
21:12:19        all      4.19      0.00     20.89      0.00      0.00     74.92
21:12:20        all      4.00      0.00     20.78      0.00      0.00     75.22
21:12:21        all      4.22      0.00     20.01      0.00      0.00     75.76
21:12:22        all      3.58      0.00     19.03      0.02      0.00     77.37
21:12:23        all      3.31      0.00     19.21      0.00      0.00     77.49
21:12:24        all      3.62      0.00     20.90      0.00      0.00     75.48
21:12:25        all      3.56      0.00     18.83      0.00      0.00     77.61
21:12:26        all      3.76      0.00     21.06      0.00      0.00     75.18
21:12:27        all      3.64      0.00     18.80      0.00      0.00     77.55
21:12:28        all      4.13      0.00     19.48      0.00      0.00     76.39
21:12:29        all      3.05      0.00     20.17      0.00      0.00     76.78
21:12:30        all      3.70      0.00     18.17      0.00      0.00     78.13
21:12:31        all      3.88      0.00     20.01      0.00      0.00     76.11
21:12:32        all      4.29      0.00     19.80      0.00      0.00     75.91
21:12:33        all      3.94      0.00     20.60      0.00      0.00     75.45
21:12:34        all      3.78      0.00     20.53      0.00      0.00     75.70
21:12:35        all      3.78      0.00     20.21      0.00      0.00     76.01
21:12:36        all      3.95      0.00     20.22      0.00      0.00     75.84
21:12:37        all      3.56      0.00     19.48      0.00      0.00     76.97
21:12:38        all      3.67      0.00     16.56      0.00      0.00     79.78
21:12:39        all      4.11      0.00     20.69      0.00      0.00     75.19
21:12:40        all      3.32      0.00     17.77      0.00      0.00     78.92
21:12:41        all      4.02      0.00     18.09      0.00      0.00     77.89
21:12:42        all      3.63      0.00     18.87      0.00      0.00     77.50
21:12:43        all      4.34      0.00     20.29      0.00      0.00     75.37
21:12:44        all      3.97      0.00     21.19      0.00      0.00     74.84
21:12:45        all      3.76      0.00     20.31      0.00      0.00     75.93
21:12:46        all      3.78      0.00     17.76      0.00      0.00     78.47
21:12:47        all      3.52      0.00     18.87      0.00      0.00     77.61
21:12:48        all      3.57      0.00     18.15      0.00      0.00     78.28
21:12:49        all      3.54      0.00     19.70      0.00      0.00     76.77
21:12:50        all      3.78      0.00     18.89      0.00      0.00     77.33
21:12:51        all      3.91      0.00     20.31      0.00      0.00     75.78
21:12:52        all      3.57      0.00     20.69      0.00      0.00     75.75
21:12:53        all      4.21      0.00     19.25      0.00      0.00     76.54
21:12:54        all      4.05      0.00     18.27      0.00      0.00     77.68
Average:        all      3.45      0.00     17.91      0.00      0.00     78.63
