Linux 6.6.121-0-virt (ip-172-31-1-247) 	03/19/26 	_aarch64_	(48 CPU)

07:41:43        CPU     %user     %nice   %system   %iowait    %steal     %idle
07:41:44        all      0.08      0.00      0.00      0.00      0.00     99.92
07:41:45        all      0.08      0.00      0.04      0.00      0.00     99.88
07:41:46        all      0.04      0.00      0.02      0.00      0.00     99.94
07:41:47        all      0.00      0.00      0.00      0.00      0.00    100.00
07:41:48        all      0.00      0.00      0.00      0.00      0.00    100.00
07:41:49        all      0.00      0.00      0.00      0.00      0.00    100.00
07:41:50        all      0.00      0.00      0.00      0.00      0.00    100.00
07:41:51        all      0.00      0.00      0.00      0.00      0.00    100.00
07:41:52        all      0.15      0.00      0.15      0.00      0.00     99.71
07:41:53        all      6.35      0.00      6.50      0.00      0.00     87.15
07:41:54        all     13.37      0.00     14.96      0.00      0.00     71.67
07:41:55        all     12.97      0.00     15.47      0.00      0.00     71.56
07:41:56        all     13.87      0.00     14.67      0.00      0.00     71.46
07:41:57        all     13.19      0.00     14.55      0.00      0.00     72.27
07:41:58        all     13.67      0.00     15.54      0.00      0.00     70.79
07:41:59        all     11.73      0.00     14.38      0.00      0.00     73.89
07:42:00        all     14.23      0.00     15.05      0.00      0.00     70.72
07:42:01        all     12.93      0.00     14.13      0.00      0.00     72.93
07:42:02        all     12.23      0.00     15.15      0.00      0.00     72.62
07:42:03        all     12.51      0.00     14.98      0.00      0.00     72.51
07:42:04        all     12.37      0.00     15.24      0.00      0.00     72.39
07:42:05        all     12.34      0.00     14.70      0.02      0.00     72.94
07:42:06        all     12.79      0.00     14.54      0.00      0.00     72.67
07:42:07        all     13.15      0.00     14.88      0.00      0.00     71.97
07:42:08        all     14.67      0.00     15.10      0.00      0.00     70.24
07:42:09        all     13.84      0.00     14.41      0.00      0.00     71.75
07:42:10        all     14.00      0.00     14.54      0.00      0.00     71.46
07:42:11        all     14.78      0.00     14.50      0.00      0.00     70.72
07:42:12        all     13.54      0.00     14.69      0.00      0.00     71.77
07:42:13        all     14.12      0.00     14.72      0.00      0.00     71.16
07:42:14        all     12.89      0.00     14.45      0.00      0.00     72.67
07:42:15        all     14.22      0.00     14.39      0.00      0.00     71.39
07:42:16        all     14.61      0.00     14.52      0.00      0.00     70.88
07:42:17        all     13.62      0.00     14.08      0.00      0.00     72.29
07:42:18        all     12.81      0.00     14.10      0.00      0.00     73.10
07:42:19        all     12.72      0.00     13.80      0.00      0.00     73.48
07:42:20        all     13.25      0.00     14.41      0.00      0.00     72.34
07:42:21        all     12.79      0.00     14.42      0.00      0.00     72.79
07:42:22        all     13.42      0.00     13.88      0.00      0.00     72.70
07:42:23        all     13.23      0.00     14.76      0.00      0.00     72.01
07:42:24        all     14.08      0.00     15.64      0.00      0.00     70.28
07:42:25        all     14.51      0.00     14.16      0.00      0.00     71.34
07:42:26        all     13.76      0.00     13.74      0.00      0.00     72.51
07:42:27        all     13.02      0.00     15.66      0.00      0.00     71.32
07:42:28        all     12.93      0.00     13.36      0.00      0.00     73.71
07:42:29        all     13.30      0.00     15.22      0.00      0.00     71.48
07:42:30        all     13.20      0.00     15.18      0.00      0.00     71.61
07:42:31        all     12.49      0.00     14.53      0.00      0.00     72.98
07:42:32        all     13.20      0.00     15.05      0.00      0.00     71.75
07:42:33        all     13.44      0.00     14.94      0.00      0.00     71.62
07:42:34        all     13.05      0.00     14.93      0.00      0.00     72.02
07:42:35        all     13.03      0.00     14.33      0.00      0.00     72.64
07:42:36        all     13.42      0.00     14.49      0.00      0.00     72.09
07:42:37        all     11.79      0.00     13.11      0.00      0.00     75.10
07:42:38        all     13.80      0.00     14.43      0.00      0.00     71.77
07:42:39        all     13.07      0.00     14.76      0.00      0.00     72.18
07:42:40        all     12.11      0.00     14.08      0.00      0.00     73.81
07:42:41        all     14.70      0.00     14.68      0.00      0.00     70.62
07:42:42        all     14.05      0.00     14.57      0.00      0.00     71.38
07:42:43        all     12.77      0.00     15.04      0.00      0.00     72.19
07:42:44        all     13.24      0.00     15.05      0.00      0.00     71.71
07:42:45        all     14.65      0.00     13.79      0.11      0.00     71.45
07:42:46        all     12.40      0.00     14.01      0.02      0.00     73.57
07:42:47        all     13.03      0.00     14.70      0.00      0.00     72.27
07:42:48        all     12.86      0.00     15.67      0.00      0.00     71.48
07:42:49        all     12.57      0.00     14.56      0.00      0.00     72.87
07:42:50        all     14.12      0.00     13.61      0.00      0.00     72.27
07:42:51        all     13.89      0.00     13.94      0.00      0.00     72.17
07:42:52        all     14.04      0.00     13.85      0.00      0.00     72.11
Average:        all     11.42      0.00     12.48      0.00      0.00     76.10
