procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95984900  22068 717440    0    0    28  1009  186    0  0  0 100  0  0  0
 0  0      0 95985788  22068 717492    0    0     0     0  785  427  0  0 100  0  0  0
 0  0      0 95985340  22072 717492    0    0     0    46  984  599  0  0 100  0  0  0
 0  0      0 95984068  22072 717504    0    0     0     0  662  351  0  0 100  0  0  0
 0  0      0 95983820  22072 717684    0    0     0     0  393  328  0  0 100  0  0  0
 0  0      0 95983820  22072 717700    0    0     0     0  197  217  0  0 100  0  0  0
 0  0      0 95983820  22072 717720    0    0     0     0  104  118  0  0 100  0  0  0
 0  0      0 95983820  22076 717740    0    0     0    77  136  147  0  0 100  0  0  0
 0  0      0 95983820  22076 717756    0    0     0     0  139  178  0  0 100  0  0  0
 0  0      0 95983064  22076 717784    0    0     0     0  363  291  0  0 100  0  0  0
10  0      0 95887836  22348 723424    0    0  3182     0 25635 6908  0  1 99  0  0  0
12  0      0 95880472  22348 723556    0    0     0     0 1385586 1609017 10 14 76  0  0  0
10  0      0 95878436  22352 723604    0    0     0   232 1405893 1666709 10 13 77  0  0  0
19  0      0 95878428  22352 723632    0    0     0     0 1408445 1671273 11 13 76  0  0  0
19  0      0 95878428  22352 723656    0    0     0     0 1412976 1682810  9 12 79  0  0  0
16  0      0 95878420  22352 723676    0    0     0     0 1412463 1679303  9 13 78  0  0  0
 9  0      0 95878416  22352 723696    0    0     0     0 1410886 1683910 11 13 76  0  0  0
 8  0      0 95878412  22356 723712    0    0     0    10 1417307 1693014 10 14 76  0  0  0
 1  0      0 95878408  22356 723736    0    0     0   106 1415087 1687151  9 14 77  0  0  0
 4  0      0 95855984  22356 745932    0    0     0     0 1420990 1705125 10 14 76  0  0  0
12  0      0 95852456  22356 749176    0    0     0     0 1415821 1692127 10 14 77  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  0      0 95849716  22356 751740    0    0     0     0 1408822 1671912 10 13 77  0  0  0
 4  0      0 95848204  22356 753280    0    0     0     9 1413413 1679239  9 13 77  0  0  0
 6  0      0 95847980  22356 753300    0    0     0 24697 1412042 1681554 10 13 77  0  0  0
12  0      0 95847980  22356 753324    0    0     0     0 1411997 1677874  9 14 77  0  0  0
 9  0      0 95847984  22356 753340    0    0     0     0 1420681 1705483 10 13 78  0  0  0
 5  0      0 95847984  22356 753368    0    0     0     0 1416705 1694866 10 13 77  0  0  0
15  0      0 95847984  22364 753380    0    0     0    25 1417274 1696856  9 13 77  0  0  0
 5  0      0 95832856  22364 768036    0    0     0  2100 1410002 1675332 10 14 75  0  0  0
 7  0      0 95829584  22364 771068    0    0     0     0 1412245 1683124 10 12 77  0  0  0
12  0      0 95826812  22364 774736    0    0     0     0 1408868 1670544 10 14 76  0  0  0
 7  0      0 95825048  22364 775868    0    0     0     0 1404216 1662416 10 13 77  0  0  0
10  0      0 95821020  22364 780092    0    0     0    39 1408165 1677047  9 13 78  0  0  0
14  0      0 95819516  22364 782264    0    0     0     0 1418898 1696018  9 14 77  0  0  0
13  0      0 95819512  22364 782288    0    0     0     0 1417737 1697848 10 13 77  0  0  0
 4  0      0 95819512  22364 782308    0    0     0     0 1419009 1704952 11 14 76  0  0  0
13  0      0 95819512  22364 782336    0    0     0     0 1423244 1712944 11 12 77  0  0  0
