procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95944804  22520 786376    0    0    28  1032  192    0  0  0 100  0  0  0
 0  0      0 95943344  22520 786392    0    0     0     0  755  428  0  0 100  0  0  0
 0  0      0 95942612  22520 786400    0    0     0     0  629  381  0  0 100  0  0  0
 0  0      0 95942360  22520 786404    0    0     0     0  554  294  0  0 100  0  0  0
 0  0      0 95942360  22520 786404    0    0     0     0  133  152  0  0 100  0  0  0
 0  0      0 95942360  22524 786404    0    0     0    24  227  240  0  0 100  0  0  0
 2  0      0 95928872  22572 786384    0    0     0   511 1735 2342  0  0 100  0  0  0
18  0      0 95874412  22584 786892    0    0     0    46 851789 809782  2 10 88  0  0  0
 6  0      0 95870916  22584 786892    0    0     0     0 928973 883574  3 11 87  0  0  0
 6  0      0 95868072  22584 786892    0    0     0     0 925177 879042  2 12 86  0  0  0
 5  0      0 95865608  22584 786896    0    0     0     0 919830 875808  2 10 87  0  0  0
 7  0      0 95862736  22584 786896    0    0     0     0 927139 881171  2 10 87  0  0  0
 6  0      0 95859264  22584 786896    0    0     0    46 922446 876921  2  9 89  0  0  0
 9  0      0 95857440  22584 786900    0    0     0     0 928513 883163  2  9 89  0  0  0
 5  0      0 95856420  22584 786900    0    0     0     0 922516 877178  2 10 87  0  0  0
 6  0      0 95855164  22584 786904    0    0     0     0 922506 877823  3  9 88  0  0  0
 6  0      0 95855580  22584 786904    0    0     0     0 928033 882821  2 10 88  0  0  0
 4  0      0 95853568  22588 786904    0    0     0    27 935740 888811  2 10 88  0  0  0
 8  0      0 95854324  22588 786904    0    0     0     0 938724 893579  2  9 88  0  0  0
15  0      0 95853496  22588 786904    0    0     0     0 930058 883773  2 11 87  0  0  0
 2  0      0 95854536  22588 786904    0    0     0     0 933863 889108  2 10 88  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95853460  22588 786904    0    0     0     0 934029 889044  2  9 89  0  0  0
 5  0      0 95853100  22592 786908    0    0     0    18 936631 891446  2  9 89  0  0  0
